act,scene,char,eng,thai,isLyric,remark
,,นักเรียน,we present you with something ,พวกเราขอมอบของขวัญบางอย่างให้,FALSE,
,,นักเรียน,"we rescued in a dangerous adventure,",พวกเราได้มาจากการพผจภัยแสนอันตราย,FALSE,
,,นักเรียน,"our very own crusade, risking all our lives.",ที่เดิมพันด้วยชีวิต ในสงครามครูเสดของพวกเรา,FALSE,
,,ลอตตี้,"Yes Sara, we all did this for you.",ใช่ซาร่า พวกเราทำนี่เพื่อเธอเลย,FALSE,
,,ซาร่า,I don't know what to say. ,ฉัันไม่รู้จะพูดยังไง,FALSE,
,,ซาร่า,You are the best friends anyone could ever ask for.,พวกเธอคือเพื่อนที่ดีที่สุดที่จะหาได้เลย,FALSE,
,,เบคกี้,It's all right. ,แน่นอน,FALSE,
,,เบคกี้,"It's just my little monkey friend, Hanuman.",มันคือเพื่อนลิงตัวน้อยของฉัน หนุมาน,FALSE,
,,ลอตตี้,Where did he come from?,มันมาจากที่ไหนหน่ะ,FALSE,
,,ซาร่า,Right next door. ,มาจากบ้านข้างๆ,FALSE,
,,ซาร่า,Look. He likes to visit me.,ดูสิ มันชอบอยู่กับฉันด้วย,FALSE,
,,เออร์มา,"Can you really talk to him, Sara?",เธอคุยกับมันได้จริง ๆ มั้ยซาร่า,FALSE,
,,ซาร่า,"Hanuman, say hello to all my friends.",หนุมาน ทักทายเพื่อนฉันสิ,FALSE,
,,ซาร่า,After Rama came back to life,หลังจากที่พระรามกลับมามีชีวิต,FALSE,
,,ซาร่า,he raced towards the monster's palace,เขาก็มุ่งหน้าไปที่ปราสาทของเจ้ายักษ์,FALSE,
,,ซาร่า,to rescue Sita. ,เพื่อช่วยเหลือสีดา,FALSE,
,,ซาร่า,Suddenly Ravana appeared!,ทันใดนั้นทศกัณฐ์ก็ปรากฎตัวขึ้น,FALSE,
,,เบคกี้,I think we better save the rest for later.,ฉันคิดว่าเก็บที่เหลือไว้เล่าวันหลังดีกว่า,FALSE,
,,มินชิน,What's going on here?,เกิดอะไรขึ้นที่นี่,FALSE,
,,ซาร่า,It's not their fault. ,ไม่ใช่ความผิดของพวกเธอค่ะ,FALSE,
,,ซาร่า,I asked them to come.,หนูชวนพวกเธอมาเอง,FALSE,
,,มินชิน,You four go downstairs. ,เธอสี่คนลงไปข้างล่าง,FALSE,
,,มินชิน,I'll deal with you later.,ฉันจะจัดการพวกเธอทีหลัง,FALSE,
,,มินชิน,Becky,เบคกี้,FALSE,
,,มินชิน,you'll remain locked in your room,เธอจะถูกกักบริเวณอยู่แค่ในห้อง,FALSE,
,,มินชิน,tomorrow without meals.,และไม่มีอาหารแม้แต่มื้อเดียวในวันพรุ่งนี้,FALSE,
,,มินชิน,Go! And you will perform her chores ,ไปซะ และ ทำหน้าที่ของเธอ,FALSE,
,,มินชิน,in addition to your own ,รวมถึงที่ไม่ใช่ของเธอด้วย,FALSE,
,,มินชิน,"without breakfast, lunch or dinner.",โดยไม่มีอาหารเช้า เที่ยงหรือเย็น,FALSE,
,,มินชิน,It's time you learned,ถึงเวลาที่เธอต้องเรียนรู้แล้ว,FALSE,
,,มินชิน,that real life has nothing to do ,ว่าชีวิตจริงเธอไม่สามารถทำอะไร,FALSE,
,,มินชิน,with your fantasy games.,กับเกมแฟนตาซีของเธอได้,FALSE,
,,มินชิน,"It's a cruel, nasty world out there",ข้างนอกนั่นมีทั้งความโหดร้ายแบะน่ารังเกียจ,FALSE,
,,มินชิน,and it's our duty to make the best of it.,มันเป็นหน้าที่ของพวกเราที่ต้องทำมันให้ดีที่สุด,FALSE,
,,มินชิน,"Not to indulge in ridiculous dreams,",ไม่ใช่พร่ำเพ้ออยู่กับฝันที่ไร้สาระ,FALSE,
,,มินชิน,but to be productive and useful,แต่จงทำตัวให้มีประโยชน์,FALSE,
,,มินชิน,Do you understand what I'm saying?,หวังว่าจะเข้าใจที่ฉันพูดไปนะ,FALSE,
,,ทศกันฐ์,Learn fear—obey—shrink.,จงกลัว จงประพฤติ และจงเงียบ,FALSE,
,,สีดา,Or learn wonder—care—grow.,หรือ จงกล้า จงรัก และจงเติบใหญ่,FALSE,
,,พระราม,Choose the lesson.,จงเลือกหนทางเถิด,FALSE,
,,ซาร่า,"Yes, ma'am.	",ค่ะ,FALSE,
,,มินชิน,Good.,ดี,FALSE,
,,ซาร่า,But I don't believe in it.,แต่หนูไม่เชื่อนะคะ,FALSE,
,,สีดา,Yes.,ประเสริฐ,FALSE,
,,พระราม,Hold.,ช้าก่อน,FALSE,
,,ทศกันฐ์,We'll see.,เราจะเห็นดีกัน,FALSE,
,,มินชิน,Don't tell me you still fancy yourself a princess.,อย่าบอกนะว่าเธอยังฝันเฝื่องว่าตัวเองเป็นเจ้าหญิงอยู่,FALSE,
,,มินชิน,"Good God, child, look around you! ",เด็กน้อยมองดูรอบ ๆ ตัวของเธอสิ,FALSE,
,,มินชิน,"Or better yet,",หรือถ้าให้ดี,FALSE,
,,มินชิน,look in the mirror.,มองในกระจก,FALSE,
,,ซาร่า,I am a princess. ,หนูคือเจ้าหญิง,FALSE,
,,ซาร่า,All girls are,เด็กผู้หญิงทุกคนก็ด้วย,FALSE,
,,ซาร่า, Even if they live in tiny old attics. ,ถึงแม้จะอยู่ในที่เล็กคับแคบ,FALSE,
,,ซาร่า,Even if they dress in rags.,ใส่เสื้อผ้าที่ทำจากตาข่าย,FALSE,
,,ซาร่า,Even if they aren't pretty,หรือแม้ว่าพวกเธอจะไม่สวย,FALSE,
,,ซาร่า, or smart or young. ,ไม่ฉลาด หรือไม่อยู่ในวัยเยาว์,FALSE,
,,ซาร่า,They're still princesses.,พวกเธอทุกคนล้วนเป็นเจ้าหญิง,FALSE,
,,ซาร่า,All of us. ,เราทุกคน,FALSE,
,,ซาร่า,Didn't your father ever tell you that? Didn't he?,พ่อของคุณไม่เคยพูดกับคุณแบบนี้หรอ,FALSE,
,,มินชิน,If I find you up here with the girls again... ,ถ้าฉันเจอเธออยู่กับพวกสาวๆบนนี้อีกครั้ง,FALSE,
,,มินชิน,I'll throw you out into the street!,ฉันจะไล่เธอออกไปนอนข้างถนน,FALSE,
,14,เบคกี้,What're we going to do?,พวกเราจะทำยังไงกันดีละ,FALSE,
,,เบคกี้,A whole day with nothing to eat.,อยู่ทั้งวันโดยที่ไม่มีอาหาร,FALSE,
,,ซาร่า,"Don't cry, Becky.",อย่าร้องนะเบคกี้,FALSE,
,,เบคกี้,I'm scared.,ฉันกลัว,FALSE,
,,เบคกี้,"If Minchin throws me out,",ถ้ามินชินไล่ฉันออก,FALSE,
,,เบคกี้,I've got no place to go.,ฉันก็ไม่มีที่ไปแล้วนะ,FALSE,
,,ซาร่า,That's not true.,ไม่จริงซะหน่อย,FALSE,
,,ซาร่า,I've always thought ,ฉันคิดว่าเธอก็เหมือนกับ,FALSE,
,,ซาร่า,of us as sisters.,พี่น้องแท้ ๆ ของฉันเสมอนะ,FALSE,
,,เบคกี้,You have?,จริงหรอ,FALSE,
,,ซาร่า,Let's make a promise,มาสัญญากันเถอะ,FALSE,
,,ซาร่า,to always look out for each other.,ว่าเราจะดูแลกันและกันไปเรื่อยๆ,FALSE,
,,เบคกี้,It's a promise.,สัญญา,FALSE,
,,ซาร่า,"Now, what are we going to do about food?",แล้วตอนนี้เราจะทำยังไงเรื่องอาหารดี,FALSE,
,,เบคกี้,"Starve, I guess.",ฉันว่าเราอดตายแน่นอน,FALSE,
,,ซาร่า,"No, there's only one thing to do.",ไม่ มีอยู่ทางเดียวเท่านั้น,FALSE,
,,ซาร่า,We'll eat a great feast before we go to sleep,เราจะกินเลี้ยงมื้อใหญ่กันก่อนเข้านอน,FALSE,
,,ซาร่า,and that will keep us full tomorrow.,นั่นจะทำให้พวกเราอิ่มได้จนถึงวันพรุ่งนี้,FALSE,
,,เบคกี้,Feast? What feast?,กินเลี้ยง กินเลี้ยงอะไร,FALSE,
,,สีดา,Name the goodness into being.,จงให้ความดีปรากฎกาย,FALSE,
,,พระราม,And share what arrives.,และแบ่งปันเมื่อนางมาถึง,FALSE,
,,ทศกันฐ์,Or hide it—keep it all.,หรือซ่อนนาง เก็นนางหว้ตัวตนเดียว,FALSE,
,,,,,TRUE,
,,ซาร่า,It wasn't me. Go ahead.,มันไม่ใช้ของฉัน เอาเลย,FALSE,
,,เบคกี้,I feel like I've been touched by an angel.,ฉันรู้สึกเหมือนได้สัมผัสกับนางฟ้า,FALSE,
,,ซาร่า,Look! Just what we ordered.,ดูสิ่งที่พวกเราสั่งกันสิ,FALSE,
,,เบคกี้,I'm a little scared about this.,แต่ฉันแอบกลัวนะ,FALSE,
,,ซาร่า,Me too.,ฉันก็ด้วย,FALSE,
,,ซาร่า,Do you think we shouldn't eat it?,งั้นเราไม่ควรกินมันหรอ,FALSE,
,,เบคกี้,I'm not that scared.,ฉันน่าจะไม่ได้กลัวมันขนาดนั้น,FALSE,
,,กัปตันครูว์,Thank you for your kindness.,ขอบคุณสำหรับความใจดีของนายนะ,FALSE,
,,กัปตันครูว์,I'm sorry to inconvenience you.,ขอโทษด้วยที่รบกวน,FALSE,
,,รามแดส,"It is nothing, sahib.",ไม่เป็นไรเลยสหายข้า,FALSE,
,,กัปตันครูว์,That word It sounds so familiar.,คำนั่นฟังดูคุ้น ๆ นะ,FALSE,
,,กัปตันครูว์,yet I don't know what it means.,แต่ข้าก็ไม่รู้ความหมายของมันอยู่ดี,FALSE,
,,รามแดส,"We use it where I am from,",พวกเราใช้ในที่ที่ข้าเคยอยู่หน่ะ,FALSE,
,,รามแดส,in India.,ในอินเดีย,FALSE,
,,รามแดส,Have you ever heard of it?,คุณเคยได้ยินคำนี้มาก่อนมั้ย,FALSE,
,,กัปตันครูว์,"I don’t know,",ข้าไม่รู้,FALSE,
,,กัปตันครูว์,Everything's just a blur.,ทุกอย่างรู้สึกคลุมเคลือไปหมด,FALSE,
,,กัปตันครูว์,Maybe someday I'll sort it out.,สักวันนึงข้าอาจจะแยกแยะพวกมันได้,FALSE,
,,รามแดส,"You will, sahib. You will.",เจ้าจะทำได้ สหายข้า,FALSE,
,,พระราม,Someone helped.,มีคนช่วยเจ้า,FALSE,
,,พระราม,Remember to thank.,อย่าลืมขอบใจท่านด้วย,FALSE,
,15,,,,TRUE,
,,อมิเลีย,Yoo-hoo? One minute.,ขอเวลาครู่นึงได้ไหม,FALSE,
,,มินชิน,"Oh, my God. Where is it? ",พระเจ้า มันอยู่ไหน,FALSE,
,,มินชิน,Where's the locket?,จี้สร้อยคอมันอยู่ที่ไหน,FALSE,
,,มินชิน,Give it to me! ,เอามาให้ฉันนะ,FALSE,
,,ซาร่า,I don't know. ,หนูไม่รู้,FALSE,
,,ซาร่า,I just woke up and it was here.,หนูพึ่งตื่นนอนและมันก็มาอยู่นี่,FALSE,
,,มินชิน,"You stole it, you tried to steal this locket!",เธอพยายามจะโขมยมันมาใช่มั้ย,FALSE,
,,มินชิน,You're nothing but a dirty little thief.,นอกจากจะเป็นเด็กสกปรกแล้วยังเป็นหัวโขมยอีก,FALSE,
,,มินชิน,It's my responsibility ,มันเป็นความรับผิดชอบของฉัน,FALSE,
,,มินชิน,to protect the children from animals like you.,ที่จะต้องปกป้องเด็กๆจากสัตว์ร้ายอย่างเธอ,FALSE,
,,มินชิน,You'll be leaving with the police very shortly! ,เธอจะต้องไปกับตำรวจไม่นานนี้,FALSE,
,,ซาร่า,"No, Madame! I didn't do it.",ไม่นะ หนูไม่ได้ทำ,FALSE,
,,ซาร่า,"Madame, please! Madame Minchin,",คุณมินชิน ได้โปรด,FALSE,
,,ซาร่า,I didn't do it!,หนูไม่ได้ทำนะ,FALSE,
,,ทศกันฐ์,She wants your heart shut in her clasp.,นางอยากให้ดวงใจของเจ้าแตกสลายในมือของนาง,FALSE,
,,พระราม,Keep your center; keep your truth.,ยึดมั่นไว้ซึ่งตัวตนของเจ้าเถิด,FALSE,
,,มินชิน,You heard me.,เธอได้ยินที่ฉันบอกแล้วหนิ,FALSE,
,,มินชิน,I want her picked up immediately!,ฉันอยากให้พวกเรามาเอาเธอไปเร็วที่สุด,FALSE,
,,เออร์มา,Don't worry. ,ไม่ต้องห่วง ,FALSE,
,,เออร์มา,I'm sure they'll believe you.,ฉันมั่นใจว่าพวกเขาจะเชื่อเธอ,FALSE,
,,ซาร่า,I have to get out.,ฉันต้องไปจากที่นี่,FALSE,
,,เบคกี้,But how? My room's locked too.,ยังไงละ ห้องมันล็อคอยู่นะ,FALSE,
,,มาเรีย,"The police, they're here!",ตำรวจมาแล้ว,FALSE,
,,ตำรวจ,We’re here for the call from Madame Minchin,สวัสดีครับพวกเรามาตามคำแจ้งความของคุณนายมินชิน,FALSE,
,,ซาร่า,"Quick, help me with this plank!",เร็วเข้า ช่วยฉันดูแผ่นไม้นี่หน่อย,FALSE,
,,มินชิน,Right this way officer. ,ทางนี้เลยค่ะคุณตำรวจ,FALSE,
,,ตำรวจ,"Yes, madam.",ครับคุณนาย,FALSE,
,,เบคกี้,You'll fall!,เธอจะตกลงไปนะ,FALSE,
,,ซาร่า,I can do it. ,ฉันทำได้ ,FALSE,
,,ซาร่า,I'll come back for you.,ฉันจะกลับมาหาพวกเธอ,FALSE,
,,ซาร่า,I promise.,ฉันสัญญา,FALSE,
,,ทศกันฐ์,Run. The roofs love brave feet.,วิ่งไปเลย เจ้าไม่ตกหรอก,FALSE,
,,พระราม,Check the boards—,จงตรวจดูทางก่อน,FALSE,
,,พระราม,measure the leap.,จงคำนวนระยะทางที่ต้องไป,FALSE,
,,สีดา,Promise to return; ,จงยึดมั่นต่อสัญญา,FALSE,
,,สีดา,keep the sister-bond.,ที่ให้ไว้ต่อเพื่อนสาว,FALSE,
,,อมิเลีย,"Oh my lord, the kids, ",โอ้ไม่ นั่นเด็กๆ,FALSE,
,,อมิเลีย,they are walking on the plank!,พวกเธอเดินอยู่บนแผ่นไม้,FALSE,
,,อมิเลีย,"They’re going to fall,",พวกเธอจะตกลงมานะ,FALSE,
,,อมิเลีย, please get back in here!,กลับมาข้างในเถอะเด็ก ๆ,FALSE,
,,มินชิน,The little beast is running away! ,เจ้าปีศาจนั้นกำลังจะหนี ,FALSE,
,,มินชิน,Get her!!!,ไปจับเธอเร็วเข้า,FALSE,
,,มาเรีย,"We're trying, miss!",พวกเราพยายามอยู่ค่ะ,FALSE,
,,มินชิน,Good God! Don't just stand there! ,พระเจ้า อย่ามัวยืนเฉยกันสิ,FALSE,
,,มินชิน,Go and find her! Take this one while you're at it.,ไปตามหานางแล้วนำตัวมาซะ,FALSE,
,16,รามแดส,I heard you calling for someone,ได้ยินว่าคุณเรียกหาใครบางคน,FALSE,
,,รามแดส,in your sleep last night. ,ตอนที่หลับอยู่เมื่อคืนนี้,FALSE,
,,กัปตันครูว์,"Sometimes when I dream, ",บางครั้งตอนฉันฝัน,FALSE,
,,กัปตันครูว์,I sense a part of me that's missing.,ฉันรู้สึกถึงอะไรบางอย่างที่ดูจะหายไป,FALSE,
,,กัปตันครูว์,"It's strange,",มันแปลกนะ,FALSE,
,,กัปตันครูว์,having your heart remember what your mind can't.,ที่หัวใจสามารถจกจำในสิ่งที่สมองไม่อาจจำได้,FALSE,
,,ตำรวจ,Let us in.,ขอพวกเราเข้าไปหน่อยครับ,FALSE,
,,ตำรวจ,A child from the school next door,เด็กจากโรงเรียนข้างๆ,FALSE,
,,ตำรวจ,is in your house!,อยู่ในบ้านของคุณ,FALSE,
,,แคริสฟอร์ด,What's going on?,เกิดอะไรขึ้น,FALSE,
,,ตำรวจ,"I'm sorry,",ขอโทษครับ,FALSE,
,,ตำรวจ,but there's a child hiding in your house.,แต่มีเด็กคนนึงกำลังหลบอยู่ในบ้านของคุณ,FALSE,
,,แคริสฟอร์ด,What?,อะไรนะ,FALSE,
,,กัปตันครูว์,What is it?,เกิดอะไรขึ้น,FALSE,
,,กัปตันครูว์,Why are you crying?,ทำไมเธอถึงร้องไห้,FALSE,
,,กัปตันครูว์,Please tell me.,บอกฉันมาเถอะ,FALSE,
,,กัปตันครูว์,I won't hurt you.,ฉันไม่ทำร้ายเธอหรอก,FALSE,
,,กัปตันครูว์,Won't you tell me your name?,เธอชื่อว่าอะไร,FALSE,
,,ซาร่า,"Sara, Sara Crewe",ซาร่าค่ะ ซาร่า ครูว์,FALSE,
,,กัปตันครูว์,That's such a pretty name.,เป็นชื่อที่ไพเราะมากเลย,FALSE,
,,ซาร่า,Papa. Papa.,คุณพ่อ คุณพ่อขา,FALSE,
,,สีดา,Call him back with all your breath.,เรียกขวัญพ่อให้กับมาจนสุดใจ,FALSE,
,,พระราม,Memory returns by pathways of love.,เขาจะรำรึกได้ซึ่งเธอ,FALSE,
,,,,,FALSE,
,,มินชิน, Do you know this man?,เธอรู้จักชายคนนี้หรอ,FALSE,
,,มินชิน,Tell them! This child has no father.,บอกพวกเขาสิ เด็กนี่ไม่มีพ่อหรอก,FALSE,
,,มินชิน,Take her away!,เอาเธอไป,FALSE,
,,ซาร่า,Papa!,พ่อคะ,FALSE,
,,แคริสฟอร์ด,I'm so sorry.,ฉันขอโทษนะ,FALSE,
,,กัปตันครูว์,Sara!,ซาร่า,FALSE,
,,ซาร่า,"Papa, don't ever leave me! ",คุณพ่ออย่าทิ้งหนู,FALSE,
,,ซาร่า,I missed you.,หนูคิดถึงพ่อ,FALSE,
,,ซาร่า,I love you.,หนูรักพ่อ,FALSE,
,17,แคริสฟอร์ด,"I’ve sorted out everything with the court,",ข้าจัดการเรื่องทั้งหมดกับศาลแล้ว,FALSE,
,,แคริสฟอร์ด,they’ve released all your property.,พวกเขาจะคืนทรัพย์สินทุกอย่างให้เจ้า,FALSE,
,,แคริสฟอร์ด,"I just came to say goodbye to an old friend,",ข้ามาเพื่อบอกลาเพื่อนเก่าของข้า,FALSE,
,,แคริสฟอร์ด,and I really do hope that we meet again.,และหวังว่าจะได้พบกันอีกนะ,FALSE,
,,กัปตันครูว์,Thank you for everything ,ขอบคุณสำหรับทุกอย่าง,FALSE,
,,กัปตันครูว์,you’ve done for me and my daughter.,ที่นายทำให้ฉันและลูกสาวนะ,FALSE,
,,แคริสฟอร์ด,"Take care, Captain Crewe. ",ดูแลตัวเองนะ กัปตันครูว์,FALSE,
,,แคริสฟอร์ด,And you too. ,และเธอด้วย,FALSE,
,,แคริสฟอร์ด,You must be glad to be going home.,ดีใจจด้วยที่ได้กลับบ้าน,FALSE,
,,ซาร่า,Thank you. ,ขอบคุณค่ะ,FALSE,
,,ซาร่า,I have a surprise for you all. ,ฉันมีเซอร์ไพรสให้ทุกคนด้วยนะ,FALSE,
,,ซาร่า,"Whenever you think of me, tell Emily, ",เมื่อไหร่ที่คิดถึงฉันให้บอกเอมิลี่นะ,FALSE,
,,ซาร่า,and she'll get the message to me.,และเธอจะส่งข้อความนั้นให้ฉัน,FALSE,
,,ซาร่า,"And when you hug her, ",และเมื่อไหร่ที่เธอกอดมัน,FALSE,
,,ซาร่า,you'll really be getting a hug from me.,เธอจะได้รับกอดจากฉันด้วย,FALSE,
,,ลอตตี้,Then we'll hug her every day.,ถ้าอย่างนั้นพวกเราจะกอดเธอทุกวันเลย,FALSE,
,,เออร์มา,That's the first time anyone's hugged Lavinia.,นั่นเป็นครั้งแรกเลยที่มีคนกอดลาวิเนียร์,FALSE,
,,ลาวิเนียร์,"Bye, Sara.",ลาก่อนซาร่า,FALSE,
,,กัปตันครูว์,Come on.,มาเร็ว,FALSE,
,,เบคกี้,"Yeah, ",ค่ะ ,FALSE,
,,เบคกี้,"I'm coming, I'm coming. Get over here.",กำลังไปค่ะ,FALSE,
,,อมิเลีย,"Sister, the court has seized the school.",พี่คะ ศาลตัดสินว่าจะยึดโรงเรียนค่ะ,FALSE,
,,อมิเลีย,We have to leave.,พวกเราต้องออกไป,FALSE,
,,มินชิน,My school,โรงเรียนของฉัน,FALSE,
,,มินชิน,my reputation,ชื่อเสียงของฉัน,FALSE,
,,มินชิน,all gone.,หายไปหมดแล้ว,FALSE,
,,อมิเลีย,"Oh Sara, thank you ",โอ้ซาร่า ขอบคุณนะจ๊ะ,FALSE,
,,อมิเลีย,for encouraging me to follow my heart.,ที่บอกให้ฉันทำตามหัวใจของตัวเอง,FALSE,
,,ซาร่า,"No worries, ",ไม่เป็นไรค่ะ,FALSE,
,,ซาร่า,I’m just returning the favour.,หนูแค่ตอบแทนบุญคุณเท่านั้นเอง,FALSE,
,,ผู้รับเหมา,"I've been looking for you, Minchin.",เราตามหาคุณอยู่นะมินชิน,FALSE,
,,ผู้รับเหมา,Pick up the bucket.,หยิบถังขึ้นมา,FALSE,
,,มินชิน,When do I get my break?,ฉันจะได้พักเมื่อไหร่,FALSE,
,,ผู้รับเหมา,Follow me!,ตามฉันมา,FALSE,
,,มินชิน,"What do you put in here, rocks?",ใส่อะไรไว้ในนี้หน่ะ หินหรอ,FALSE,
,,ซาร่า,"Bye, Ramdass! ",ลาก่อนรามแดส,FALSE,
,,ซาร่า,"Bye, Hanuman!",ลาก่อนหนุมาน,FALSE,
,,ทศกันฐ์,Cheerio!,ทุกอย่างช่างเลิศเลอนัก,FALSE,
,,พระราม,Hold to your beliefs,จงยึดมั่นต่อตนเอง,FALSE,
,,สีดา,Believe in magic.,จงยึดมั่นต่อมนตรา,FALSE,
,,ทศกันฐ์,Perhaps I am only a shadow,ข้าหากเป็นเพียงแต่เงามืด,FALSE,
,,ทศกันฐ์,of what you feed.,ของสิ่งที่เจ้าหวาดกลัว,FALSE,
,,,,,,
